date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:15:43	0/0	---MCZ	200	added ('OK')	text/css	etag:W/%220%22	https://gardendowntown.com/wp-content/themes/Hotel-Garden-Downtown-Theme/A.style.css,qver=6.8.2.pagespeed.cf.1B2M2Y8Asg.css	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/themes/Hotel-Garden-Downtown-Theme/A.style.css,qver=6.8.2.pagespeed.cf.1B2M2Y8Asg.css	(from https://gardendowntown.com/)
12:15:44	76519/76519	---M-Z	200	added ('OK')	text/css	etag:W/%220-gzip%22	https://gardendowntown.com/wp-content/themes/Hotel-Garden-Downtown-Theme/css/A.style.css,qver=6.8.2.pagespeed.cf.gSTAN3gNQG.css	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/themes/Hotel-Garden-Downtown-Theme/css/A.style.css,qver=6.8.2.pagespeed.cf.gSTAN3gNQG.css	(from https://gardendowntown.com/)
12:15:44	102/102	---MC-	401	error ('Unauthorized')	application/json	date:Tue,%2019%20Aug%202025%2006:45:44%20GMT	https://gardendowntown.com/wp-json/wp/v2/pages/11	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-json/wp/v2/pages/11	(from https://gardendowntown.com/)
12:15:45	1143/1143	---MCZ	403	error ('Forbidden')	text/html	date:Tue,%2019%20Aug%202025%2006:45:44%20GMT	https://gardendowntown.com/xmlrpc.php?rsd	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/xmlrpc0db0.php	(from https://gardendowntown.com/)
12:15:45	102/102	---MC-	401	error ('Unauthorized')	application/json	date:Tue,%2019%20Aug%202025%2006:45:44%20GMT	https://gardendowntown.com/wp-json/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-json/index.html	(from https://gardendowntown.com/)
12:15:45	102/102	---MC-	401	error ('Unauthorized')	application/json	date:Tue,%2019%20Aug%202025%2006:45:45%20GMT	https://gardendowntown.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgardendowntown.com%2F	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-json/oembed/1.0/embed891d	(from https://gardendowntown.com/)
12:15:46	161/161	---MC-	401	error ('Unauthorized')	text/xml	date:Tue,%2019%20Aug%202025%2006:45:46%20GMT	https://gardendowntown.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgardendowntown.com%2F&format=xml	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-json/oembed/1.0/embed51c4	(from https://gardendowntown.com/)
12:15:46	11807/11807	---M-Z	200	added ('OK')	application/javascript	etag:%222e1f-61d6c396a95a9-gzip%22	https://gardendowntown.com/wp-content/plugins/webp-express/js/picturefill.min.js	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/plugins/webp-express/js/picturefill.min.js	(from https://gardendowntown.com/)
12:15:46	130611/130611	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/xslider-1.jpg.pagespeed.ic.CAXbaod6H0.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/xslider-1.jpg.pagespeed.ic.CAXbaod6H0.jpg	(from https://gardendowntown.com/)
12:15:47	107552/107552	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/xslider-2.jpg.pagespeed.ic.rFp1goLfW1.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/xslider-2.jpg.pagespeed.ic.rFp1goLfW1.jpg	(from https://gardendowntown.com/)
12:15:47	60855/60855	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/ximg-tile.jpg.pagespeed.ic.tlV_7G7r4h.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/ximg-tile.jpg.pagespeed.ic.tlV_7G7r4h.jpg	(from https://gardendowntown.com/)
12:15:47	201307/201307	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/xslider-3.jpg.pagespeed.ic.B098LIaj-r.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/xslider-3.jpg.pagespeed.ic.B098LIaj-r.jpg	(from https://gardendowntown.com/)
12:15:47	87918/87918	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/ximg-tile-1.jpg.pagespeed.ic.jb7yPH-7i0.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/ximg-tile-1.jpg.pagespeed.ic.jb7yPH-7i0.jpg	(from https://gardendowntown.com/)
12:15:48	71147/71147	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:45:47%20GMT	https://gardendowntown.com/room/aloe-vera-room/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/room/aloe-vera-room/index.html	(from https://gardendowntown.com/)
12:15:48	70975/70975	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/ximg-tile-4.jpg.pagespeed.ic.XLPMM7eK3j.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/ximg-tile-4.jpg.pagespeed.ic.XLPMM7eK3j.jpg	(from https://gardendowntown.com/)
12:15:48	70769/70769	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:45:48%20GMT	https://gardendowntown.com/room/sanseveria-room/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/room/sanseveria-room/index.html	(from https://gardendowntown.com/)
12:15:49	71037/71037	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:45:48%20GMT	https://gardendowntown.com/room/lavandula-room/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/room/lavandula-room/index.html	(from https://gardendowntown.com/)
12:15:49	70085/70085	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:45:49%20GMT	https://gardendowntown.com/room/cactus-room/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/room/cactus-room/index.html	(from https://gardendowntown.com/)
12:15:49	79302/79302	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/ximg-tile-2.jpg.pagespeed.ic.uFpGar_DeQ.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/ximg-tile-2.jpg.pagespeed.ic.uFpGar_DeQ.jpg	(from https://gardendowntown.com/)
12:15:49	63579/63579	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/ximg-tile-3.jpg.pagespeed.ic.u7USdE2zss.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/ximg-tile-3.jpg.pagespeed.ic.u7USdE2zss.jpg	(from https://gardendowntown.com/)
12:15:49	81093/81093	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/ximg-tile-5.jpg.pagespeed.ic.8ky8-UleJE.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/ximg-tile-5.jpg.pagespeed.ic.8ky8-UleJE.jpg	(from https://gardendowntown.com/)
12:15:50	70953/70953	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:45:49%20GMT	https://gardendowntown.com/room/guzmania-room/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/room/guzmania-room/index.html	(from https://gardendowntown.com/)
12:15:50	66891/66891	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/ximg-tile-6.jpg.pagespeed.ic.gNYYA_Ez9c.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/ximg-tile-6.jpg.pagespeed.ic.gNYYA_Ez9c.jpg	(from https://gardendowntown.com/)
12:15:50	71049/71049	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:45:50%20GMT	https://gardendowntown.com/room/bonsai-room/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/room/bonsai-room/index.html	(from https://gardendowntown.com/)
12:15:50	65615/65615	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/ximg-tile-7.jpg.pagespeed.ic.0oN_-g2yBN.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/ximg-tile-7.jpg.pagespeed.ic.0oN_-g2yBN.jpg	(from https://gardendowntown.com/)
12:15:51	70930/70930	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:45:50%20GMT	https://gardendowntown.com/room/dypsis-room/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/room/dypsis-room/index.html	(from https://gardendowntown.com/)
12:15:51	2695/2695	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/xhotel-garden-group.png.pagespeed.ic.USDxn0K960.png	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/xhotel-garden-group.png.pagespeed.ic.USDxn0K960.png	(from https://gardendowntown.com/)
12:15:51	71113/71113	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:45:51%20GMT	https://gardendowntown.com/room/lucky-bamboo-room/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/room/lucky-bamboo-room/index.html	(from https://gardendowntown.com/)
12:15:51	426900/426900	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/ximg-big-1.jpg.pagespeed.ic.03UAb3gEC6.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/ximg-big-1.jpg.pagespeed.ic.03UAb3gEC6.jpg	(from https://gardendowntown.com/)
12:15:52	52933/52933	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Aug%202025%2006:45:51%20GMT	https://gardendowntown.com/info@gardendowntown.com	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/info@gardendowntown.com	(from https://gardendowntown.com/)
12:15:54	70804/70804	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:45:52%20GMT	https://gardendowntown.com/restaurant/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/restaurant/index.html	(from https://gardendowntown.com/)
12:15:54	60133/60133	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:45:52%20GMT	https://gardendowntown.com/about/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/about/index.html	(from https://gardendowntown.com/)
12:15:54	66100/66100	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:45:52%20GMT	https://gardendowntown.com/rooms/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/rooms/index.html	(from https://gardendowntown.com/)
12:15:54	54058/54058	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:45:52%20GMT	https://gardendowntown.com/offers/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/offers/index.html	(from https://gardendowntown.com/)
12:15:54	14267/14267	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/11/xhotel-garden-downtown-logo.png.pagespeed.ic.WqKZTjqigZ.png	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/11/xhotel-garden-downtown-logo.png.pagespeed.ic.WqKZTjqigZ.png	(from https://gardendowntown.com/)
12:15:55	54089/54089	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:45:55%20GMT	https://gardendowntown.com/careers/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/careers/index.html	(from https://gardendowntown.com/)
12:15:55	42693/42693	---M--	200	added ('OK')	image/jpeg	etag:%22a6c5-60a87c45484c0%22	https://gardendowntown.com/wp-content/uploads/2023/10/menu-home.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/10/menu-home.jpg	(from https://gardendowntown.com/)
12:15:55	58483/58483	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:45:55%20GMT	https://gardendowntown.com/contact/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/contact/index.html	(from https://gardendowntown.com/)
12:15:55	66941/66941	---M--	200	added ('OK')	image/jpeg	etag:%221057d-60a87c45484c0%22	https://gardendowntown.com/wp-content/uploads/2023/10/menu-offers.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/10/menu-offers.jpg	(from https://gardendowntown.com/)
12:15:55	63610/63610	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:45:55%20GMT	https://gardendowntown.com/privacy-policy/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/privacy-policy/index.html	(from https://gardendowntown.com/)
12:15:55	91966/91966	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/xmenu-rooms.jpg.pagespeed.ic.RGRjlv26Nb.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/xmenu-rooms.jpg.pagespeed.ic.RGRjlv26Nb.jpg	(from https://gardendowntown.com/)
12:15:56	80371/80371	---M--	200	added ('OK')	image/jpeg	etag:%22139f3-60a87c45484c0%22	https://gardendowntown.com/wp-content/uploads/2023/10/menu-restaurant.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/10/menu-restaurant.jpg	(from https://gardendowntown.com/)
12:15:56	189008/189008	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/10/xmenu-about.jpg.pagespeed.ic.TgbX9EHeNN.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/10/xmenu-about.jpg.pagespeed.ic.TgbX9EHeNN.jpg	(from https://gardendowntown.com/)
12:15:56	155364/155364	---M--	200	added ('OK')	image/jpeg	etag:%2225ee4-60a87c45484c0%22	https://gardendowntown.com/wp-content/uploads/2023/10/menu-contact.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/10/menu-contact.jpg	(from https://gardendowntown.com/)
12:15:56	87342/87342	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/xmenu-rooms-1.jpg.pagespeed.ic.2vjo55VfQt.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/xmenu-rooms-1.jpg.pagespeed.ic.2vjo55VfQt.jpg	(from https://gardendowntown.com/)
12:15:57	87342/87342	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/xmenu-rooms-2.jpg.pagespeed.ic.2vjo55VfQt.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/xmenu-rooms-2.jpg.pagespeed.ic.2vjo55VfQt.jpg	(from https://gardendowntown.com/)
12:15:57	87342/87342	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/xmenu-rooms-3.jpg.pagespeed.ic.2vjo55VfQt.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/xmenu-rooms-3.jpg.pagespeed.ic.2vjo55VfQt.jpg	(from https://gardendowntown.com/)
12:15:57	87342/87342	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/xmenu-rooms-4.jpg.pagespeed.ic.2vjo55VfQt.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/xmenu-rooms-4.jpg.pagespeed.ic.2vjo55VfQt.jpg	(from https://gardendowntown.com/)
12:15:57	87342/87342	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/xmenu-rooms-5.jpg.pagespeed.ic.2vjo55VfQt.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/xmenu-rooms-5.jpg.pagespeed.ic.2vjo55VfQt.jpg	(from https://gardendowntown.com/)
12:15:58	87342/87342	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/xmenu-rooms-6.jpg.pagespeed.ic.2vjo55VfQt.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/xmenu-rooms-6.jpg.pagespeed.ic.2vjo55VfQt.jpg	(from https://gardendowntown.com/)
12:15:58	87342/87342	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/xmenu-rooms-7.jpg.pagespeed.ic.2vjo55VfQt.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/xmenu-rooms-7.jpg.pagespeed.ic.2vjo55VfQt.jpg	(from https://gardendowntown.com/)
12:15:59	91966/91966	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://gardendowntown.com/wp-content/uploads/2023/08/xmenu-rooms-8.jpg.pagespeed.ic.RGRjlv26Nb.jpg	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/uploads/2023/08/xmenu-rooms-8.jpg.pagespeed.ic.RGRjlv26Nb.jpg	(from https://gardendowntown.com/)
12:15:59	1239/1239	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Aug%202025%2006:45:59%20GMT	https://gardendowntown.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://gardendowntown.com/)
12:15:59	14342/14342	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	https://gardendowntown.com/wp-includes/js/dist/hooks.min.js,qver==4d63a3d491d11ffd8ac6+i18n.min.js,qver==5e580eb46a90c2b997e6.pagespeed.jc._-f4MzJmU2.js	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-includes/js/dist/hooks.min.js,qver==4d63a3d491d11ffd8ac6+i18n.min.js,qver==5e580eb46a90c2b997e6.pagespeed.jc._-f4MzJmU2.js	(from https://gardendowntown.com/)
12:15:59	12512/12512	---M-Z	200	added ('OK')	application/javascript	etag:%2230e0-639a1f5413014-gzip%22	https://gardendowntown.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.1	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/plugins/contact-form-7/includes/swv/js/index9b2d.js	(from https://gardendowntown.com/)
12:16:00	13452/13452	---M-Z	200	added ('OK')	application/javascript	etag:%22348c-639a1f5410134-gzip%22	https://gardendowntown.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=6.1	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/plugins/contact-form-7/includes/js/index9b2d.js	(from https://gardendowntown.com/)
12:16:00	348576/348576	---MCZ	200	added ('OK')	application/javascript	etag:%22551a0-60a87c4730940-gzip%22	https://gardendowntown.com/wp-content/themes/Hotel-Garden-Downtown-Theme/js/bundle.js	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-content/themes/Hotel-Garden-Downtown-Theme/js/bundle.js	(from https://gardendowntown.com/)
12:16:01	102/102	---MC-	401	error ('Unauthorized')	application/json	date:Tue,%2019%20Aug%202025%2006:46:01%20GMT	https://gardendowntown.com/wp-json/wp/v2/pages/302	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-json/wp/v2/pages/302	(from https://gardendowntown.com/sq/ballina/)
12:16:01	102/102	---MC-	401	error ('Unauthorized')	application/json	date:Tue,%2019%20Aug%202025%2006:46:01%20GMT	https://gardendowntown.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgardendowntown.com%2Fsq%2Fballina%2F	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-json/oembed/1.0/embedb67c	(from https://gardendowntown.com/sq/ballina/)
12:16:02	161/161	---MC-	401	error ('Unauthorized')	text/xml	date:Tue,%2019%20Aug%202025%2006:46:02%20GMT	https://gardendowntown.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgardendowntown.com%2Fsq%2Fballina%2F&format=xml	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/wp-json/oembed/1.0/embed7ace	(from https://gardendowntown.com/sq/ballina/)
12:16:03	53789/53789	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Aug%202025%2006:46:03%20GMT	https://gardendowntown.com/sq/ballina/info@gardendowntown.com	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/sq/ballina/info@gardendowntown.com	(from https://gardendowntown.com/sq/ballina/)
12:16:05	72268/72268	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:46:03%20GMT	https://gardendowntown.com/sq/room/dhoma-aloe-vera-room/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/sq/room/dhoma-aloe-vera-room/index.html	(from https://gardendowntown.com/sq/ballina/)
12:16:05	71915/71915	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:46:03%20GMT	https://gardendowntown.com/sq/room/dhoma-sanseveria/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/sq/room/dhoma-sanseveria/index.html	(from https://gardendowntown.com/sq/ballina/)
12:16:05	72054/72054	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:46:04%20GMT	https://gardendowntown.com/sq/room/dhoma-lavandula/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/sq/room/dhoma-lavandula/index.html	(from https://gardendowntown.com/sq/ballina/)
12:16:06	71583/71583	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:46:04%20GMT	https://gardendowntown.com/sq/room/dhoma-cactus/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/sq/room/dhoma-cactus/index.html	(from https://gardendowntown.com/sq/ballina/)
12:16:06	71958/71958	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:46:06%20GMT	https://gardendowntown.com/sq/room/dhoma-guzmania/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/sq/room/dhoma-guzmania/index.html	(from https://gardendowntown.com/sq/ballina/)
12:16:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Aug%202025%2006:46:06%20GMT	https://gardendowntown.com/sq/ballina	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/sq/ballina	(from https://gardendowntown.com/sq/ballina/)
12:16:07	72276/72276	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2006:46:06%20GMT	https://gardendowntown.com/sq/room/dhoma-bonsai/	C:/Users/patel/OneDrive/Desktop/final%20try/gardendowntown.com/sq/room/dhoma-bonsai/index.html	(from https://gardendowntown.com/sq/ballina/)
